Index,R2_base,R2_boot_1,R2_boot_2,R2_boot_3,R2_boot_4,R2_boot_5,R2_boot_6,R2_boot_7,R2_boot_8,R2_boot_9,R2_boot_10
47,0.9992936639957315,0.9994010820056504,0.9999299653598838,0.998935511675989,0.9988231121250393,0.9994659407401059,0.999299408756119,0.9989212589398818,0.9993122492099664,0.9989230371428423,0.9996342230326917
48,0.9992936656087071,0.9994010816355997,0.9999299654036112,0.9989355107607109,0.9988231144213935,0.999465939328033,0.999299407892827,0.998921258950632,0.9993122471196616,0.9989230381594311,0.9996342229060282
49,0.9057031731179,0.9155968129556703,0.9252852666649503,0.8880610440799233,0.8878291168308642,0.9308658364352981,0.9015317338526397,0.8703330758472773,0.886802943841488,0.9128263822881895,0.8746462203603752
50,0.9057031713092463,0.9155968144427423,0.9252852703179222,0.8880610446379222,0.8878291192139208,0.9308658388603568,0.9015317358426697,0.8703330774639624,0.8868029459982084,0.9128263811230013,0.874646220808365
51,0.9916036005344977,0.9943232983830691,0.9872329281860247,0.986983732005126,0.9995113943761047,0.9887372460295676,0.9888556227228672,0.9813818262504306,0.9945789652919732,0.9967104651509783,0.9997521806823094
53,0.7372506985571035,0.6960969254551261,0.7557612079048417,0.7234509923484029,0.7561195689800666,0.7310782295064527,0.7420582737744954,0.7763280365393628,0.7349896578012529,0.7439199402025091,0.7339764611887858
54,0.001435279962167284,0.0005714687727096814,0.0007301520538742038,0.0014631017691319568,0.002963466723368905,0.0018861601624902107,0.0012697366279372621,0.0030165674892413934,0.0013560126601051218,0.0026006912123051405,0.0036631342142179205
55,0.09070792135064894,0.13710098581548277,0.2699562366485728,0.2721993221782917,0.07708825350018002,0.05174918456074451,0.08307368992789507,0.13112567124325794,0.14479887170154782,0.0831398542484516,0.08915388421147007
56,0.967912214170812,0.9582257584217201,0.9660370773295748,0.9631427107341359,0.9804229729812634,0.9819215347097505,0.9734139798252882,0.9717139540692397,0.9503297524551937,0.9839005691585442,0.9568127590191557
58,0.5559562722477228,0.47341977011882835,0.5697183831712829,0.555901704162297,0.769674956565408,0.6063136442934534,0.4709546660969226,0.42845479854004803,0.7033004311859772,0.5784753437461515,0.48841402270096973
59,0.9793279310825393,0.9571601425782748,0.9741051486512158,0.9821768618526677,0.9649595280876534,0.9875552312850403,0.9571426863182584,0.9974544646006082,0.999407549937166,0.9761557493378783,0.9859792668571098
60,0.7966479145897362,0.774468947134833,0.790203098894304,0.7837927283883441,0.7756790982609555,0.8383564879039819,0.8030021710389644,0.823499393639973,0.7761141652196175,0.8035106971998998,0.7861477522147998
61,0.9503344525682886,0.9421104727921656,0.9699575720559814,0.9335943914931474,0.9565453440624326,0.96637459023478,0.9394811856940877,0.903008399653039,0.9203389048886521,0.9544143316693893,0.9506525753368483
62,0.7395626252942309,0.8405846057709454,0.6732130997709441,0.7251160775738682,0.6733485843051656,0.8405051123807057,0.08241686364917655,0.07600775908054305,0.8634358736420454,0.9220777911238631,0.16579550241594168
63,0.9446620891332996,0.9115861699561116,0.971404661838121,0.941348649979061,0.9625974789735176,0.9272440531315668,0.9080617721186492,0.9275594564304044,0.9690355311403203,0.9511578657343074,0.9701141524263929
64,0.9422351949803858,0.9343970880691496,0.9575936181077555,0.9204333442122508,0.9540157208550235,0.9554639590870505,0.936757294835809,0.8991120616647836,0.9189149169103671,0.9517061690088188,0.9346704037318817
65,0.053207353653094036,0.05392382257159681,0.05268580193829667,0.037615989139219895,0.026681640079715817,0.025866881048263755,0.04017596437056001,0.03610713489440918,0.047273101348078314,0.03672507005829875,0.049729570585311605
67,0.9212066662591427,0.9333338106024549,0.9324753796586722,0.9056689816727082,0.9045187459286246,0.9397889600842779,0.9283298697115281,0.8834111371960249,0.8978877399618533,0.9325623790393273,0.9051943122589702
68,0.9789830077460892,0.9829177784869195,0.9943922360466448,0.9776744956081609,0.9803932153507391,0.9627112884997656,0.9822726894512075,0.9919452472542368,0.9792700396077471,0.9692093226782623,0.9739084653188027
69,0.3074502412502876,0.45387673786471094,0.3469475915815506,0.3304792553306418,0.4974588309750319,0.20535556875662983,0.44277342474467857,0.17584178927115215,0.05074870313348413,0.38708500191204165,0.18654930447362586
70,0.3074502072251422,0.4538766790293001,0.3469477622581972,0.3304790843952828,0.4974588976333688,0.20535571271217,0.44277351235391005,0.1758415714858521,0.05074861249744443,0.38708488760468307,0.18654927660205503
71,0.9387118352983834,0.9477193189474886,0.9427090672898888,0.9290557414627968,0.9317879995163679,0.9445451528235075,0.9462687692169005,0.9268383800836153,0.9365804484377757,0.9303554773866056,0.9287870680634004
72,0.6774555399079106,0.5456620888819218,0.672127740282217,0.7770224226606846,0.7493345566880487,0.5035222142668913,0.6474517189481191,0.8605683949366824,0.7317216667801566,0.8245726230459327,0.816143244173616
73,0.977328030180646,0.9740842657538418,0.9948361103019205,0.9655619194933249,0.9915238466085373,0.965713607836193,0.9841609492989286,0.9954914073414067,0.964451747459111,0.9800022897739503,0.9733881075435301
75,0.9999773581980932,0.9999804940510466,0.9999972328392785,0.9999971798222139,0.999979517560261,0.9999763335502485,0.999982893530485,0.9999999701394917,0.9999734428411914,0.9999804180331183,0.9999785846375946
76,0.6922772790056783,0.6542249934595559,0.6861150675948735,0.6364430513331168,0.6547280476309978,0.7031125306367216,0.8618274376505833,0.6293122151306769,0.783996030933397,0.624564731713738,0.5201275609194899
77,0.8715843884262748,0.7157745275795684,0.7772489947807877,0.8180697890613007,0.8710072073330982,0.9904138143551906,0.7158289654006903,0.9213382140391657,0.8557311590258784,0.9781261685592291,0.9880037504356785
79,0.8961008202782823,0.9157416200394911,0.9162734215607674,0.8760971946108814,0.94348557657632,0.9449671524876628,0.9698714375588885,0.9504137803238359,0.8805650151291539,0.9837626908905439,0.7983903581490688
80,0.07401182566094347,0.0876937701173409,0.07799656389207851,0.05736792103617509,0.07469854059780069,0.08416067589914362,0.07837649597598678,0.04742385469150957,0.08980732188302441,0.0718654415522665,0.07320212536483142
81,0.9818936980287583,0.9573634757977133,0.9742760890103045,0.9842354355339054,0.9692222628477177,0.9905624273345067,0.957410408504767,0.9992921188589747,0.9996353220358818,0.9781951254470634,0.9880761603579821
82,0.0014352813880698675,0.0005714676428354067,0.0007301531935969115,0.001463101802976939,0.0029634652112366477,0.0018861588389007527,0.001269737156498853,0.0030165661464667103,0.001356014128412557,0.0026006893927465005,0.0036631306099101633
83,0.707275873937594,0.7703775418424517,0.7638448519739389,0.714213534859489,0.7198842084192524,0.6859749843137505,0.7927705210363437,0.6657115216313277,0.6642430438214827,0.7113755214867141,0.7029264762692754
84,0.9591479588726948,0.9349166803109732,0.9564833814407798,0.9316420553658322,0.9830492648697486,0.9571140296698059,0.9327346721629947,0.9200792835953507,0.9610819270526016,0.9641712671245908,0.972225737778092
85,0.055709113672341326,0.07887022299395623,0.14052782624540996,0.1025787005646334,0.06493502357320162,0.017511924091650914,0.06942008627576861,0.06508344435791372,0.08538086304959928,0.05571371703284809,0.0313464729462555
86,0.746295491858486,0.6870812102363746,0.716227668670381,0.6872889915825643,0.8553921021431842,0.8038751164596696,0.7699084433993924,0.7834754056459563,0.6467081144893222,0.778245585311635,0.8113926826162929
87,0.0014352799509609417,0.0005714673033769827,0.0007301533624666792,0.001463100752443628,0.002963465754560951,0.0018861579967095483,0.0012697370550503952,0.003016565623018176,0.001356012341420904,0.0026006903091804865,0.003663132963853413
88,0.9827642342167431,0.9757988807471207,0.9794586578626719,0.969895704520212,0.9814674786647486,0.9912392625757253,0.9851201636576875,0.9784341625540144,0.9803008950010771,0.9969351770680723,0.9866710714288737
89,0.013254254442315747,0.007666531407073171,0.008572441276959887,0.019759445987722262,0.0,0.005424649375865169,0.009507049450966008,0.006673295365811665,0.005908465835612147,0.010510163300814425,0.0
90,0.9579672924908582,0.9387638601352111,0.9614624192299914,0.9478073001448466,0.9385094616515186,0.9521644127379321,0.9602289004154223,0.9646199108035094,0.9773787365733992,0.9771856624832013,0.9492876005571534
91,0.8505263670368949,0.9549413687431221,0.7753412112315632,0.9653169884150548,0.639376189099418,0.8416149935071732,0.8165180658095836,0.982579314202129,0.8537513314227514,0.870543892624276,0.9687222689970852
93,0.04307731774635411,0.04485653542123776,0.03602157125953456,0.051303988907961826,0.09146879302246456,0.028936669749029444,0.07861119182454504,0.0539720364696686,0.04773382835844286,0.021659254623721473,0.04790550308813215
95,0.9818937126678616,0.9573635155528082,0.9742760849905201,0.9842354330917792,0.9692223042902594,0.9905624275709521,0.9574103030587376,0.999292122463628,0.9996353218460355,0.97819511560288,0.9880761671226675
96,0.9818937335732061,0.9573635015776735,0.9742760748683161,0.9842354241373583,0.9692223110381704,0.9905624250632407,0.957410334335657,0.9992921228227166,0.9996353216902972,0.9781951131325997,0.9880761597668073
97,0.7266358236023545,0.6870812236193854,0.7162276655882531,0.6872889907682066,0.8553921043737334,0.7833671878447798,0.7393587954766141,0.7638234620926173,0.6467080948228421,0.7608740757382707,0.8113926850199206
98,0.013254257537183253,0.0076665413720895135,0.008572433587558189,0.01975944391999813,0.0,0.005424644347597527,0.009507046864946292,0.006673295383977702,0.005908464324378313,0.010510159225829803,0.0
99,0.05941228288570608,0.05850943310757,0.050363142425994205,0.055015854867976006,0.06964913498058253,0.03925732592563039,0.027411924046673825,0.05707120220248472,0.06191516834821534,0.053271433327431096,0.0649202847337812
101,0.05570914583745539,0.07887023071317373,0.14052780997449582,0.10257872123477439,0.0649349861254146,0.017511937053979756,0.06942009722985613,0.06508346299804839,0.08538090208315761,0.05571371382597641,0.03134644530759235
103,0.9825234735638664,0.9975475331131437,0.9834626550257465,0.9810113759968864,0.9950645903401137,0.9861434386452628,0.9957715018925047,0.996721914199277,0.9956491965832812,0.9815612323085685,0.9884914717770906
104,0.9997512045853435,0.9999997743915844,0.9997868437161173,0.99973374362947,0.9999992060927868,0.9995537303939103,0.9995587213498631,0.9997258305483747,0.9999996893395621,0.9997512695999979,0.9999997012392458
105,0.9524580777754138,0.9226198812753024,0.9515286115113153,0.9464215938051158,0.8962077004505032,0.9636418858651641,0.9372971707361333,0.9442468138503598,0.9147976500723243,0.9484769604691073,0.9736724942335178
106,0.9999888011909183,0.9999887478435601,0.9999885745726033,0.9999921254502461,0.9999902753790981,0.9999886288662213,0.9999995154980198,0.9999995402269692,0.9999881534316382,0.9999852357890436,0.999999044569494
107,0.9823804006628672,0.9670200939960016,0.9886706025132662,0.9711068558128584,0.9934560937259189,0.9842626011175847,0.9723603672089108,0.9694192966637457,0.9708615366400108,0.9881492014608103,0.9857328935196619
109,0.9818937004107224,0.9573634643872843,0.9742760686701398,0.9842354306465392,0.9692222883801782,0.9905624081826883,0.9574103476705738,0.9992921237686577,0.9996353219777349,0.9781950948617054,0.9880761720027935
111,0.9769798838804615,0.9911135474187431,0.9895731626428186,0.9806209365579299,0.9951088477202122,0.9868568723430943,0.9797296988999946,0.9915434815539129,0.9956686739313622,0.957296431982587,0.9827878144009384
112,0.002200883378519753,0.0003592034577332368,0.0027542172293996887,0.001404457466554031,0.001645288036393634,0.0008850090037335942,0.002364906459888709,0.007057601789785896,0.0022397242900813554,0.002366284393493715,0.0019306089931357706
113,0.960374930743775,0.9441301504737749,0.9776732687100007,0.9586412234395236,0.9681600279009362,0.9361581199913115,0.943597869699198,0.9240198935943603,0.9804421710791805,0.9575886888203917,0.9778092904567792
114,0.9818937028026918,0.9573635809619653,0.9742760383738508,0.9842354288295906,0.9692222664304091,0.9905624209925513,0.9574103814741264,0.999292124376048,0.9996353219557591,0.9781951216326641,0.9880761517141268
115,0.983877188893542,0.98246225697101,0.984932276030241,0.9782453082826351,0.9987953777609109,0.9789897238672094,0.9827791163716466,0.9751145001222902,0.9936645993263344,0.984193718149905,0.9750232290109805
116,0.9835893226221538,0.9729239724779075,0.9943612498464421,0.9838852206815143,0.9999249727563243,0.9833324225714388,0.9943600408946339,0.9977085158986532,0.9817629985012848,0.9670268395556314,0.9894248102279996
117,0.9017605916876321,0.9198407435509361,0.9151740469044848,0.8999029574171805,0.8961371832530968,0.9069449927405261,0.9269545609821553,0.8764229256059337,0.9055607883528846,0.8679412790558657,0.8912900946895683
118,0.9780884024593474,0.9245551672533752,0.9999972328396438,0.9800856216288226,0.9999795175602582,0.955345710839676,0.9999828934663577,0.9999999701394879,0.9219646811010739,0.9804090990127226,0.9800485712688008
119,0.9615551690497901,0.9733429954764468,0.9753688458077129,0.9594793298701219,0.9745391839757057,0.9517317148278176,0.9470138348065847,0.972424235586336,0.9663065900241562,0.9560750354090931,0.9742956943190046
120,0.9421597433765535,0.8957032833895464,0.9731588773461871,0.9278561095389563,0.9263126893400181,0.9119743354113976,0.8833934947295743,0.8812037479232057,0.9180509826396486,0.9011587049131516,0.9510860619802416
121,0.6892709287921449,0.5954324400260487,0.6262559948218682,0.6615834842133791,0.7031139925693861,0.6918782884665107,0.7118238577472575,0.5717611212173058,0.6594118117197495,0.7111384793025275,0.6079641821222568
122,0.9721419970305677,0.9809825229808222,0.9745836862933336,0.9621836523121471,0.9710883511106201,0.9745310464590893,0.978289066388367,0.955503300537073,0.9639627572474226,0.981444288564516,0.9738168547146261
123,0.9925070219030075,0.9902634478582719,0.9907820084397375,0.986254008667974,0.9976743390044148,0.9941245313516586,0.9943115206748567,0.987966077217114,0.9895974220872197,0.9971678490687896,0.9971241237432462
124,0.5926097093566532,0.7675672363530072,0.6948335613919204,0.5866361080774967,0.36186401861793954,0.39953463140197565,0.7469160148058568,0.7040040673592902,0.32901565610361355,0.4354535826142335,0.6007490288078925
125,0.999988801190873,0.9999887478435856,0.9999885745726086,0.9999921254889781,0.9999902753791985,0.9999886288952247,0.9999995154981912,0.9999995402268376,0.9999881534509473,0.9999852357891247,0.999999044569776
126,0.9832831605809582,0.9679278742000008,0.9974513693033924,0.9813232807315947,0.9974895204104368,0.9711136099372377,0.9587551726470877,0.9351034714676896,0.9815683644237863,0.9691249922854025,0.9816156807705337
128,0.07401187256072495,0.08769375206108161,0.07799658954426822,0.05736790243873435,0.07469855138424168,0.0841607079922182,0.07837649676962605,0.047423865260365364,0.0898073070373888,0.0718654048958787,0.0732021375465863
129,0.10446295480268536,0.0972760746955407,0.14767934437870028,0.18035016058911843,0.14923704783008102,0.06942334657714913,0.06951963047546732,0.09029583758392037,0.11748541458484123,0.11206012487081701,0.1286321148091789
130,0.0014352817052579081,0.0005714678001580457,0.0007301531435474065,0.00146310335637511,0.0029634636339878344,0.0018861585508935755,0.0012697381580897703,0.0030165635423749556,0.0013560141629324212,0.0026006866751918656,0.003663135556014176
131,0.9357289776068017,0.8887218393097696,0.9999863012397397,0.9590335475973749,0.9605628490705037,0.8887735286716034,0.9671046937198134,0.9790382336773301,0.8973583829688921,0.9436410802609869,0.9607583060931919
132,0.7885819729004446,0.8170016960730994,0.7023279318714574,0.8566099033395147,0.874095916417637,0.7491245339020152,0.7174495325610757,0.6889509401168914,0.9084028426646011,0.6661732813866127,0.6931249985819261
133,0.6669911791442956,0.6667673592270518,0.6153454908587251,0.611362810344435,0.765535316437016,0.757949187800601,0.7521585536619673,0.6634685514252485,0.5528611984014487,0.7785487583064874,0.6604837838848479
134,0.6483855565745715,0.5844604864052747,0.6922697764025844,0.6630097110043007,0.7852191546287571,0.5392249747852376,0.7005579241802332,0.6392050617873958,0.8257588363584863,0.8000128962528843,0.7150892401475407
135,0.9309009369556478,0.9250793036106963,0.9317787525593008,0.8974574621696093,0.9657487172922079,0.9250462541920735,0.9611894885016826,0.931399854078612,0.9593355415610801,0.9299013690140943,0.9267146893427511
136,0.9525804064531945,0.9512003697799707,0.9638204016355633,0.9431955059029902,0.9526070936091787,0.9619580295232509,0.9539383844007986,0.9537829366235222,0.9419623628713323,0.9757682020073478,0.9610913285378545
137,0.6706524562547314,0.6702127562360588,0.6193500537561497,0.6134878165798722,0.7681243314447035,0.7588780032419402,0.753945080380853,0.6708927960912893,0.5600709108341461,0.7817002296777585,0.6628138916657996
138,0.36177049277412143,0.5697149593753366,0.664660435832413,0.4597693259341604,0.45181208766535674,0.27511712086164253,0.2842867237560862,0.3063918153478245,0.24731706115304727,0.24849994542276563,0.19920283435682518
139,0.8511462820256159,0.8076690625025715,0.9383198916869341,0.8326057804155121,0.9388540979551482,0.7994314527929222,0.9084062048620121,0.8574839880338808,0.8127442287970876,0.8694661522470367,0.8763343755926034
140,0.027745659630210973,0.022359545350614397,0.04459592135720004,0.00900896518343684,0.003933578291377054,0.0007295660948732694,0.017100303256418304,0.08530562271828891,0.09271054106626195,0.008941574324045368,0.0473192148187854
141,0.8875898434164561,0.8718604499036482,0.9002225710444787,0.8548063873585324,0.9335823956212062,0.9034905527288312,0.9023842378451952,0.862014781240201,0.8810342274969265,0.902451172661465,0.8610562698787858
142,0.9674346811342268,0.9421166426262817,0.951244926273588,0.9655007692799162,0.9384100335919507,0.9934346044134843,0.9768683852444142,0.9577299469041974,0.9439103158450551,0.9925922394646405,0.9853113191342243
143,0.5681508251870262,0.6535533147186053,0.5713223833192144,0.45721680489724037,0.7129827996487329,0.6699726236574426,0.6382427332495574,0.4986226273791941,0.4623578299172767,0.6461691359657387,0.5025688826781957
144,0.15975939485862933,0.10454926988963581,0.13077079984796453,0.272067245231017,0.20035926130801596,0.18046515596790555,0.17585964696768727,0.2809906989555331,0.20663207337007006,0.14420764661046695,0.24185120057634774
145,0.9506314087383607,0.9294271611283463,0.9263991627617496,0.9443703114812639,0.9400071801550062,0.9402028810551578,0.9693580990545235,0.9627847629643099,0.9642138241460807,0.9715007798496861,0.9612870322635546
146,0.00143528118243433,0.0005714679817223989,0.0007301526297963394,0.0014630981279675397,0.002963465450650989,0.001886160998390985,0.0012697360237101172,0.0030165715334854503,0.0013560145149918734,0.0026006898324364086,0.0036631320359694283
147,0.9618154823356134,0.9405897109500018,0.9542471382153448,0.95060977809929,0.9474928198338872,0.9625598151889271,0.9672964453010008,0.9667127401623536,0.9571597429639073,0.9789633580347408,0.9759859486979474
